Review,Liked
wonderful ambiance outstanding flavors great food and service absolutely loved it wonderful ambiance best restaurant in town will definitely come again absolutely loved it everything was perfect highly recommend this place fast service and good food great food and service service was excellent fast service and good food happy with the quality five stars worth the money worth the money super tasty meals pleasant surprise,1
not tasty at all poor service bad quality food would not recommend completely underwhelming never coming back did not enjoy bad quality food never coming back staff was rude food was cold feels unhygienic never coming back waste of money,0
amazing experience best restaurant in town highly recommend this place everything was perfect absolutely loved it five stars amazing experience pleasant surprise pleasant surprise outstanding flavors super tasty meals,1
nothing special nothing special very disappointed,0
worth the money absolutely loved it enjoyed every bite,1
everything was perfect everything was perfect,1
completely underwhelming food was cold staff was rude nothing special bad quality food nothing special waste of money very disappointed horrible service bad quality food bad quality food waste of money horrible service,0
five stars outstanding flavors happy with the quality super tasty meals everything was perfect very satisfied fast service and good food will definitely come again highly recommend this place happy with the quality happy with the quality five stars best restaurant in town best restaurant in town amazing experience enjoyed every bite pleasant surprise enjoyed every bite great food and service pleasant surprise,1
very disappointed terrible experience unpleasant visit would not recommend flavor was lacking food was cold did not enjoy did not enjoy,0
nothing special poor service staff was rude waste of money unpleasant visit did not enjoy did not enjoy staff was rude,0
service was excellent wonderful ambiance great food and service will definitely come again highly recommend this place worth the money amazing experience definitely worth visiting worth the money,1
never coming back horrible service poor service very disappointed waited too long not tasty at all would not recommend food was cold not tasty at all flavor was lacking,0
happy with the quality absolutely loved it best restaurant in town highly recommend this place worth the money worth the money worth the money pleasant surprise great food and service service was excellent fast service and good food,1
would not recommend flavor was lacking worst food ever worst food ever completely underwhelming horrible service flavor was lacking nothing special waited too long nothing special would not recommend not tasty at all unpleasant visit horrible service terrible experience waited too long never coming back,0
outstanding flavors fast service and good food amazing experience super tasty meals,1
bad quality food horrible service flavor was lacking,0
worth the money very satisfied,1
service was excellent five stars super tasty meals great food and service great food and service everything was perfect will definitely come again amazing experience,1
will definitely come again definitely worth visiting wonderful ambiance fast service and good food absolutely loved it super tasty meals,1
completely underwhelming would not recommend did not enjoy nothing special would not recommend staff was rude waste of money flavor was lacking waited too long completely underwhelming totally overpriced not tasty at all poor service worst food ever worst food ever,0
worst food ever bad quality food flavor was lacking very disappointed food was cold horrible service unpleasant visit never coming back flavor was lacking flavor was lacking completely underwhelming waste of money staff was rude,0
very disappointed never coming back unpleasant visit totally overpriced waste of money would not recommend flavor was lacking unpleasant visit waited too long not tasty at all waited too long completely underwhelming unpleasant visit totally overpriced terrible experience,0
staff was rude not tasty at all completely underwhelming,0
staff was rude staff was rude not tasty at all,0
fast service and good food delicious taste and friendly staff happy with the quality enjoyed every bite happy with the quality worth the money will definitely come again delicious taste and friendly staff best restaurant in town enjoyed every bite will definitely come again will definitely come again super tasty meals highly recommend this place,1
would not recommend nothing special waste of money not tasty at all did not enjoy would not recommend horrible service unpleasant visit waited too long food was cold,0
delicious taste and friendly staff fast service and good food everything was perfect amazing experience amazing experience happy with the quality wonderful ambiance,1
very satisfied super tasty meals worth the money pleasant surprise definitely worth visiting enjoyed every bite highly recommend this place delicious taste and friendly staff five stars fast service and good food definitely worth visiting will definitely come again will definitely come again,1
flavor was lacking worst food ever would not recommend terrible experience feels unhygienic worst food ever bad quality food completely underwhelming not tasty at all worst food ever not tasty at all nothing special staff was rude horrible service very disappointed waste of money waited too long worst food ever,0
everything was perfect fast service and good food outstanding flavors highly recommend this place,1
waste of money horrible service poor service food was cold food was cold bad quality food,0
unpleasant visit terrible experience very disappointed terrible experience bad quality food unpleasant visit never coming back very disappointed waited too long horrible service terrible experience nothing special bad quality food totally overpriced nothing special totally overpriced staff was rude feels unhygienic,0
worst food ever poor service nothing special food was cold waste of money unpleasant visit waste of money never coming back never coming back nothing special staff was rude very disappointed totally overpriced,0
waited too long did not enjoy waited too long totally overpriced terrible experience poor service food was cold,0
flavor was lacking horrible service worst food ever unpleasant visit staff was rude flavor was lacking would not recommend would not recommend completely underwhelming,0
will definitely come again fast service and good food absolutely loved it worth the money delicious taste and friendly staff,1
five stars pleasant surprise fast service and good food wonderful ambiance pleasant surprise five stars absolutely loved it outstanding flavors great food and service definitely worth visiting best restaurant in town everything was perfect great food and service everything was perfect great food and service best restaurant in town wonderful ambiance,1
food was cold horrible service terrible experience never coming back waited too long did not enjoy waited too long waited too long terrible experience very disappointed did not enjoy waited too long waste of money waste of money food was cold never coming back worst food ever waste of money staff was rude poor service,0
best restaurant in town service was excellent happy with the quality will definitely come again will definitely come again worth the money pleasant surprise super tasty meals absolutely loved it will definitely come again will definitely come again service was excellent enjoyed every bite service was excellent great food and service worth the money absolutely loved it,1
food was cold did not enjoy flavor was lacking feels unhygienic completely underwhelming,0
not tasty at all nothing special worst food ever would not recommend,0
great food and service will definitely come again will definitely come again very satisfied definitely worth visiting fast service and good food enjoyed every bite super tasty meals five stars pleasant surprise amazing experience definitely worth visiting,1
waited too long never coming back waited too long terrible experience poor service waste of money food was cold staff was rude unpleasant visit terrible experience terrible experience unpleasant visit flavor was lacking,0
great food and service very satisfied very satisfied delicious taste and friendly staff definitely worth visiting absolutely loved it best restaurant in town very satisfied pleasant surprise great food and service everything was perfect will definitely come again delicious taste and friendly staff pleasant surprise enjoyed every bite,1
worth the money everything was perfect best restaurant in town will definitely come again outstanding flavors,1
fast service and good food definitely worth visiting everything was perfect super tasty meals wonderful ambiance very satisfied worth the money very satisfied,1
poor service not tasty at all flavor was lacking very disappointed feels unhygienic did not enjoy bad quality food bad quality food worst food ever did not enjoy unpleasant visit very disappointed totally overpriced completely underwhelming,0
best restaurant in town will definitely come again delicious taste and friendly staff great food and service delicious taste and friendly staff five stars definitely worth visiting service was excellent absolutely loved it service was excellent super tasty meals absolutely loved it delicious taste and friendly staff absolutely loved it five stars pleasant surprise service was excellent,1
enjoyed every bite amazing experience very satisfied amazing experience pleasant surprise best restaurant in town five stars five stars highly recommend this place service was excellent great food and service everything was perfect,1
waste of money unpleasant visit worst food ever food was cold feels unhygienic,0
totally overpriced waited too long terrible experience waste of money horrible service waited too long not tasty at all,0
would not recommend feels unhygienic totally overpriced did not enjoy not tasty at all unpleasant visit totally overpriced nothing special staff was rude,0
flavor was lacking did not enjoy totally overpriced terrible experience food was cold completely underwhelming waste of money waste of money completely underwhelming staff was rude food was cold worst food ever,0
definitely worth visiting great food and service delicious taste and friendly staff delicious taste and friendly staff,1
definitely worth visiting best restaurant in town outstanding flavors best restaurant in town,1
worth the money enjoyed every bite,1
totally overpriced worst food ever bad quality food horrible service nothing special would not recommend waste of money food was cold staff was rude poor service horrible service poor service flavor was lacking worst food ever worst food ever unpleasant visit,0
flavor was lacking poor service food was cold,0
horrible service bad quality food unpleasant visit very disappointed horrible service food was cold horrible service nothing special completely underwhelming totally overpriced food was cold worst food ever food was cold staff was rude waste of money bad quality food completely underwhelming,0
terrible experience very disappointed totally overpriced not tasty at all never coming back waited too long not tasty at all poor service waste of money bad quality food nothing special food was cold poor service bad quality food not tasty at all terrible experience terrible experience,0
everything was perfect absolutely loved it great food and service enjoyed every bite wonderful ambiance everything was perfect amazing experience everything was perfect highly recommend this place delicious taste and friendly staff five stars,1
worth the money wonderful ambiance very satisfied highly recommend this place,1
amazing experience five stars worth the money,1
waste of money totally overpriced very disappointed bad quality food bad quality food feels unhygienic did not enjoy staff was rude food was cold very disappointed feels unhygienic never coming back,0
bad quality food bad quality food worst food ever,0
fast service and good food amazing experience amazing experience very satisfied five stars will definitely come again five stars definitely worth visiting enjoyed every bite everything was perfect highly recommend this place worth the money,1
waste of money nothing special worst food ever nothing special totally overpriced would not recommend horrible service flavor was lacking totally overpriced horrible service nothing special,0
horrible service unpleasant visit feels unhygienic staff was rude staff was rude nothing special bad quality food totally overpriced waited too long never coming back staff was rude waited too long unpleasant visit very disappointed never coming back waste of money,0
nothing special terrible experience worst food ever feels unhygienic totally overpriced nothing special horrible service waste of money completely underwhelming did not enjoy waste of money feels unhygienic terrible experience poor service horrible service bad quality food worst food ever did not enjoy,0
flavor was lacking bad quality food poor service poor service very disappointed,0
horrible service unpleasant visit,0
worth the money service was excellent very satisfied fast service and good food great food and service super tasty meals delicious taste and friendly staff great food and service will definitely come again pleasant surprise five stars amazing experience pleasant surprise highly recommend this place delicious taste and friendly staff will definitely come again best restaurant in town highly recommend this place delicious taste and friendly staff delicious taste and friendly staff,1
terrible experience waited too long food was cold would not recommend nothing special bad quality food totally overpriced poor service very disappointed did not enjoy waited too long very disappointed horrible service unpleasant visit,0
poor service not tasty at all bad quality food totally overpriced did not enjoy,0
poor service worst food ever food was cold not tasty at all worst food ever flavor was lacking feels unhygienic,0
fast service and good food fast service and good food fast service and good food fast service and good food very satisfied,1
service was excellent highly recommend this place five stars best restaurant in town great food and service amazing experience everything was perfect definitely worth visiting delicious taste and friendly staff highly recommend this place outstanding flavors very satisfied enjoyed every bite pleasant surprise amazing experience super tasty meals wonderful ambiance outstanding flavors,1
everything was perfect amazing experience very satisfied will definitely come again five stars highly recommend this place will definitely come again service was excellent great food and service enjoyed every bite,1
worth the money wonderful ambiance highly recommend this place outstanding flavors,1
totally overpriced worst food ever worst food ever worst food ever food was cold waited too long waste of money,0
nothing special not tasty at all horrible service unpleasant visit horrible service,0
completely underwhelming waited too long,0
five stars amazing experience worth the money definitely worth visiting pleasant surprise highly recommend this place best restaurant in town service was excellent highly recommend this place,1
nothing special completely underwhelming horrible service very disappointed completely underwhelming not tasty at all,0
worst food ever did not enjoy poor service flavor was lacking bad quality food never coming back waited too long poor service flavor was lacking waited too long waste of money very disappointed did not enjoy staff was rude,0
staff was rude would not recommend,0
worth the money happy with the quality fast service and good food service was excellent worth the money fast service and good food best restaurant in town great food and service amazing experience super tasty meals,1
horrible service horrible service not tasty at all food was cold food was cold never coming back never coming back unpleasant visit staff was rude waited too long very disappointed never coming back did not enjoy totally overpriced feels unhygienic bad quality food nothing special staff was rude totally overpriced,0
best restaurant in town highly recommend this place outstanding flavors great food and service outstanding flavors service was excellent best restaurant in town super tasty meals highly recommend this place definitely worth visiting wonderful ambiance very satisfied best restaurant in town pleasant surprise delicious taste and friendly staff amazing experience,1
would not recommend bad quality food unpleasant visit did not enjoy would not recommend waste of money nothing special worst food ever terrible experience flavor was lacking bad quality food,0
waited too long nothing special horrible service horrible service never coming back staff was rude would not recommend did not enjoy terrible experience flavor was lacking staff was rude totally overpriced,0
great food and service delicious taste and friendly staff delicious taste and friendly staff,1
very disappointed poor service poor service horrible service staff was rude terrible experience terrible experience waited too long terrible experience completely underwhelming did not enjoy,0
best restaurant in town amazing experience definitely worth visiting highly recommend this place very satisfied great food and service very satisfied worth the money,1
fast service and good food super tasty meals happy with the quality wonderful ambiance great food and service delicious taste and friendly staff best restaurant in town happy with the quality very satisfied wonderful ambiance highly recommend this place very satisfied happy with the quality enjoyed every bite five stars highly recommend this place happy with the quality definitely worth visiting happy with the quality,1
service was excellent great food and service definitely worth visiting will definitely come again everything was perfect wonderful ambiance amazing experience super tasty meals service was excellent great food and service delicious taste and friendly staff best restaurant in town pleasant surprise fast service and good food fast service and good food definitely worth visiting absolutely loved it happy with the quality,1
waited too long nothing special horrible service waited too long totally overpriced terrible experience nothing special waste of money completely underwhelming very disappointed waste of money waste of money feels unhygienic not tasty at all terrible experience nothing special would not recommend waste of money unpleasant visit,0
service was excellent happy with the quality delicious taste and friendly staff everything was perfect amazing experience super tasty meals happy with the quality very satisfied happy with the quality,1
highly recommend this place fast service and good food outstanding flavors very satisfied outstanding flavors service was excellent,1
pleasant surprise super tasty meals absolutely loved it enjoyed every bite outstanding flavors everything was perfect everything was perfect super tasty meals service was excellent definitely worth visiting pleasant surprise everything was perfect worth the money,1
super tasty meals happy with the quality will definitely come again definitely worth visiting great food and service everything was perfect worth the money pleasant surprise everything was perfect everything was perfect service was excellent five stars worth the money service was excellent wonderful ambiance,1
service was excellent enjoyed every bite very satisfied wonderful ambiance will definitely come again delicious taste and friendly staff five stars delicious taste and friendly staff,1
very satisfied outstanding flavors will definitely come again great food and service amazing experience will definitely come again very satisfied will definitely come again definitely worth visiting wonderful ambiance pleasant surprise wonderful ambiance,1
waited too long worst food ever very disappointed terrible experience food was cold totally overpriced nothing special waited too long waste of money,0
very satisfied wonderful ambiance great food and service worth the money outstanding flavors pleasant surprise worth the money delicious taste and friendly staff service was excellent service was excellent happy with the quality delicious taste and friendly staff service was excellent great food and service amazing experience service was excellent great food and service worth the money five stars amazing experience,1
wonderful ambiance everything was perfect wonderful ambiance highly recommend this place,1
completely underwhelming never coming back did not enjoy unpleasant visit not tasty at all food was cold flavor was lacking food was cold food was cold waited too long unpleasant visit never coming back nothing special totally overpriced poor service completely underwhelming horrible service worst food ever waited too long feels unhygienic,0
never coming back unpleasant visit waste of money nothing special terrible experience flavor was lacking very disappointed waited too long nothing special unpleasant visit flavor was lacking nothing special flavor was lacking staff was rude waited too long unpleasant visit food was cold bad quality food completely underwhelming worst food ever,0
super tasty meals delicious taste and friendly staff enjoyed every bite outstanding flavors service was excellent,1
waited too long waited too long unpleasant visit not tasty at all feels unhygienic food was cold feels unhygienic,0
delicious taste and friendly staff happy with the quality service was excellent amazing experience service was excellent worth the money delicious taste and friendly staff outstanding flavors absolutely loved it five stars worth the money five stars,1
definitely worth visiting amazing experience definitely worth visiting outstanding flavors definitely worth visiting everything was perfect amazing experience best restaurant in town enjoyed every bite everything was perfect five stars five stars five stars best restaurant in town will definitely come again absolutely loved it amazing experience five stars definitely worth visiting,1
amazing experience five stars amazing experience highly recommend this place super tasty meals highly recommend this place five stars absolutely loved it highly recommend this place everything was perfect outstanding flavors will definitely come again enjoyed every bite happy with the quality best restaurant in town five stars enjoyed every bite pleasant surprise service was excellent,1
great food and service five stars definitely worth visiting enjoyed every bite enjoyed every bite absolutely loved it best restaurant in town fast service and good food pleasant surprise,1
delicious taste and friendly staff absolutely loved it enjoyed every bite great food and service delicious taste and friendly staff enjoyed every bite definitely worth visiting delicious taste and friendly staff definitely worth visiting best restaurant in town wonderful ambiance wonderful ambiance happy with the quality fast service and good food delicious taste and friendly staff outstanding flavors definitely worth visiting,1
great food and service delicious taste and friendly staff amazing experience enjoyed every bite wonderful ambiance best restaurant in town outstanding flavors definitely worth visiting best restaurant in town highly recommend this place enjoyed every bite wonderful ambiance service was excellent,1
enjoyed every bite five stars amazing experience best restaurant in town fast service and good food best restaurant in town pleasant surprise happy with the quality best restaurant in town enjoyed every bite amazing experience amazing experience absolutely loved it super tasty meals service was excellent best restaurant in town very satisfied,1
happy with the quality fast service and good food absolutely loved it super tasty meals service was excellent amazing experience happy with the quality wonderful ambiance happy with the quality,1
happy with the quality highly recommend this place service was excellent pleasant surprise absolutely loved it worth the money great food and service,1
highly recommend this place great food and service best restaurant in town absolutely loved it very satisfied pleasant surprise highly recommend this place will definitely come again everything was perfect everything was perfect delicious taste and friendly staff enjoyed every bite amazing experience very satisfied super tasty meals fast service and good food delicious taste and friendly staff delicious taste and friendly staff,1
best restaurant in town absolutely loved it super tasty meals fast service and good food definitely worth visiting,1
wonderful ambiance everything was perfect fast service and good food will definitely come again happy with the quality pleasant surprise highly recommend this place amazing experience enjoyed every bite,1
nothing special staff was rude unpleasant visit unpleasant visit horrible service poor service worst food ever would not recommend horrible service bad quality food waited too long waste of money flavor was lacking food was cold unpleasant visit totally overpriced not tasty at all nothing special waited too long,0
delicious taste and friendly staff definitely worth visiting five stars super tasty meals pleasant surprise pleasant surprise amazing experience outstanding flavors super tasty meals,1
service was excellent super tasty meals great food and service service was excellent highly recommend this place enjoyed every bite super tasty meals happy with the quality outstanding flavors will definitely come again super tasty meals five stars worth the money fast service and good food definitely worth visiting five stars will definitely come again five stars service was excellent,1
wonderful ambiance best restaurant in town pleasant surprise happy with the quality,1
definitely worth visiting will definitely come again worth the money super tasty meals enjoyed every bite amazing experience,1
service was excellent delicious taste and friendly staff amazing experience worth the money wonderful ambiance absolutely loved it definitely worth visiting worth the money,1
five stars amazing experience outstanding flavors everything was perfect best restaurant in town best restaurant in town amazing experience definitely worth visiting amazing experience definitely worth visiting worth the money will definitely come again definitely worth visiting best restaurant in town worth the money pleasant surprise,1
horrible service staff was rude,0
enjoyed every bite great food and service will definitely come again five stars outstanding flavors happy with the quality fast service and good food wonderful ambiance outstanding flavors wonderful ambiance great food and service wonderful ambiance,1
very satisfied delicious taste and friendly staff service was excellent absolutely loved it,1
will definitely come again wonderful ambiance outstanding flavors wonderful ambiance everything was perfect will definitely come again will definitely come again five stars happy with the quality definitely worth visiting very satisfied pleasant surprise highly recommend this place fast service and good food wonderful ambiance,1
never coming back staff was rude horrible service terrible experience,0
bad quality food bad quality food flavor was lacking flavor was lacking waited too long not tasty at all totally overpriced poor service completely underwhelming feels unhygienic not tasty at all feels unhygienic horrible service very disappointed terrible experience,0
never coming back feels unhygienic food was cold totally overpriced unpleasant visit terrible experience food was cold completely underwhelming completely underwhelming poor service never coming back worst food ever terrible experience not tasty at all bad quality food food was cold terrible experience not tasty at all,0
staff was rude waited too long food was cold would not recommend waited too long not tasty at all worst food ever feels unhygienic very disappointed waste of money poor service totally overpriced bad quality food staff was rude completely underwhelming worst food ever waste of money terrible experience very disappointed,0
fast service and good food will definitely come again everything was perfect will definitely come again fast service and good food very satisfied will definitely come again worth the money great food and service best restaurant in town absolutely loved it super tasty meals enjoyed every bite pleasant surprise best restaurant in town worth the money definitely worth visiting pleasant surprise,1
service was excellent very satisfied best restaurant in town great food and service great food and service pleasant surprise very satisfied best restaurant in town outstanding flavors enjoyed every bite great food and service amazing experience best restaurant in town amazing experience enjoyed every bite,1
outstanding flavors five stars worth the money service was excellent great food and service service was excellent highly recommend this place fast service and good food very satisfied,1
worth the money great food and service great food and service happy with the quality happy with the quality definitely worth visiting delicious taste and friendly staff worth the money worth the money worth the money amazing experience outstanding flavors great food and service,1
terrible experience poor service,0
pleasant surprise wonderful ambiance wonderful ambiance delicious taste and friendly staff outstanding flavors,1
definitely worth visiting amazing experience outstanding flavors absolutely loved it service was excellent absolutely loved it will definitely come again will definitely come again everything was perfect definitely worth visiting highly recommend this place definitely worth visiting five stars definitely worth visiting five stars fast service and good food will definitely come again outstanding flavors happy with the quality,1
amazing experience will definitely come again highly recommend this place absolutely loved it delicious taste and friendly staff very satisfied happy with the quality super tasty meals five stars amazing experience pleasant surprise very satisfied best restaurant in town great food and service pleasant surprise very satisfied highly recommend this place fast service and good food outstanding flavors happy with the quality,1
horrible service terrible experience totally overpriced,0
pleasant surprise five stars definitely worth visiting wonderful ambiance,1
happy with the quality fast service and good food delicious taste and friendly staff,1
five stars will definitely come again delicious taste and friendly staff great food and service highly recommend this place absolutely loved it highly recommend this place five stars delicious taste and friendly staff highly recommend this place wonderful ambiance highly recommend this place super tasty meals best restaurant in town highly recommend this place absolutely loved it,1
great food and service great food and service enjoyed every bite fast service and good food delicious taste and friendly staff super tasty meals enjoyed every bite everything was perfect pleasant surprise very satisfied five stars enjoyed every bite enjoyed every bite happy with the quality pleasant surprise,1
nothing special poor service very disappointed bad quality food bad quality food terrible experience did not enjoy bad quality food bad quality food flavor was lacking worst food ever waited too long unpleasant visit horrible service food was cold,0
highly recommend this place happy with the quality will definitely come again happy with the quality very satisfied highly recommend this place best restaurant in town highly recommend this place will definitely come again everything was perfect absolutely loved it,1
highly recommend this place absolutely loved it happy with the quality delicious taste and friendly staff highly recommend this place worth the money delicious taste and friendly staff best restaurant in town wonderful ambiance great food and service delicious taste and friendly staff worth the money best restaurant in town great food and service outstanding flavors happy with the quality,1
everything was perfect will definitely come again definitely worth visiting highly recommend this place very satisfied wonderful ambiance amazing experience highly recommend this place happy with the quality best restaurant in town amazing experience,1
horrible service flavor was lacking poor service horrible service very disappointed flavor was lacking never coming back not tasty at all worst food ever never coming back would not recommend did not enjoy not tasty at all horrible service waste of money unpleasant visit feels unhygienic totally overpriced horrible service food was cold,0
very disappointed very disappointed poor service not tasty at all flavor was lacking not tasty at all waste of money waste of money food was cold worst food ever feels unhygienic did not enjoy would not recommend,0
totally overpriced did not enjoy very disappointed completely underwhelming unpleasant visit not tasty at all horrible service feels unhygienic bad quality food not tasty at all waited too long horrible service food was cold flavor was lacking food was cold bad quality food,0
food was cold bad quality food very disappointed horrible service unpleasant visit feels unhygienic flavor was lacking food was cold very disappointed poor service totally overpriced never coming back unpleasant visit worst food ever poor service bad quality food waited too long bad quality food waited too long nothing special,0
enjoyed every bite everything was perfect service was excellent delicious taste and friendly staff amazing experience service was excellent highly recommend this place wonderful ambiance pleasant surprise,1
will definitely come again definitely worth visiting best restaurant in town super tasty meals delicious taste and friendly staff will definitely come again delicious taste and friendly staff amazing experience fast service and good food service was excellent happy with the quality absolutely loved it service was excellent wonderful ambiance service was excellent worth the money enjoyed every bite enjoyed every bite,1
best restaurant in town amazing experience pleasant surprise absolutely loved it worth the money five stars pleasant surprise definitely worth visiting amazing experience absolutely loved it amazing experience outstanding flavors highly recommend this place five stars will definitely come again great food and service best restaurant in town,1
service was excellent worth the money absolutely loved it great food and service five stars best restaurant in town,1
food was cold terrible experience unpleasant visit not tasty at all very disappointed never coming back,0
definitely worth visiting will definitely come again absolutely loved it great food and service highly recommend this place great food and service will definitely come again delicious taste and friendly staff highly recommend this place everything was perfect highly recommend this place worth the money service was excellent definitely worth visiting very satisfied definitely worth visiting delicious taste and friendly staff definitely worth visiting,1
super tasty meals enjoyed every bite delicious taste and friendly staff amazing experience happy with the quality very satisfied enjoyed every bite highly recommend this place best restaurant in town amazing experience five stars,1
completely underwhelming staff was rude unpleasant visit flavor was lacking staff was rude completely underwhelming bad quality food flavor was lacking horrible service waited too long waste of money,0
would not recommend flavor was lacking would not recommend worst food ever poor service poor service very disappointed,0
happy with the quality outstanding flavors will definitely come again amazing experience everything was perfect happy with the quality best restaurant in town delicious taste and friendly staff definitely worth visiting super tasty meals best restaurant in town amazing experience,1
waste of money flavor was lacking very disappointed not tasty at all completely underwhelming food was cold totally overpriced poor service waited too long,0
did not enjoy bad quality food totally overpriced never coming back bad quality food nothing special food was cold poor service horrible service terrible experience staff was rude feels unhygienic completely underwhelming never coming back food was cold bad quality food,0
did not enjoy never coming back food was cold completely underwhelming terrible experience did not enjoy food was cold flavor was lacking very disappointed staff was rude nothing special terrible experience poor service completely underwhelming unpleasant visit very disappointed unpleasant visit bad quality food,0
amazing experience very satisfied best restaurant in town pleasant surprise wonderful ambiance absolutely loved it delicious taste and friendly staff absolutely loved it absolutely loved it great food and service happy with the quality amazing experience,1
never coming back waited too long very disappointed flavor was lacking completely underwhelming terrible experience worst food ever not tasty at all completely underwhelming terrible experience flavor was lacking poor service horrible service,0
enjoyed every bite wonderful ambiance absolutely loved it great food and service wonderful ambiance super tasty meals definitely worth visiting fast service and good food will definitely come again enjoyed every bite absolutely loved it definitely worth visiting absolutely loved it fast service and good food delicious taste and friendly staff everything was perfect,1
best restaurant in town very satisfied best restaurant in town,1
service was excellent amazing experience wonderful ambiance happy with the quality,1
poor service never coming back worst food ever not tasty at all poor service bad quality food very disappointed waste of money nothing special not tasty at all bad quality food staff was rude did not enjoy worst food ever unpleasant visit not tasty at all feels unhygienic horrible service,0
never coming back nothing special nothing special,0
everything was perfect amazing experience great food and service best restaurant in town very satisfied great food and service wonderful ambiance worth the money outstanding flavors wonderful ambiance five stars,1
highly recommend this place five stars everything was perfect amazing experience great food and service outstanding flavors wonderful ambiance will definitely come again delicious taste and friendly staff,1
staff was rude food was cold,0
five stars pleasant surprise great food and service wonderful ambiance best restaurant in town outstanding flavors best restaurant in town will definitely come again best restaurant in town worth the money happy with the quality amazing experience very satisfied delicious taste and friendly staff very satisfied happy with the quality,1
flavor was lacking staff was rude unpleasant visit nothing special poor service staff was rude waited too long horrible service flavor was lacking waste of money waste of money unpleasant visit terrible experience flavor was lacking would not recommend unpleasant visit very disappointed,0
not tasty at all waited too long not tasty at all very disappointed staff was rude not tasty at all completely underwhelming never coming back terrible experience flavor was lacking totally overpriced horrible service not tasty at all poor service nothing special never coming back never coming back flavor was lacking did not enjoy unpleasant visit,0
wonderful ambiance fast service and good food absolutely loved it wonderful ambiance definitely worth visiting,1
terrible experience waited too long,0
highly recommend this place pleasant surprise fast service and good food best restaurant in town delicious taste and friendly staff outstanding flavors service was excellent super tasty meals fast service and good food pleasant surprise great food and service happy with the quality fast service and good food wonderful ambiance happy with the quality absolutely loved it definitely worth visiting pleasant surprise amazing experience five stars,1
enjoyed every bite delicious taste and friendly staff everything was perfect highly recommend this place enjoyed every bite fast service and good food everything was perfect,1
amazing experience wonderful ambiance best restaurant in town will definitely come again outstanding flavors enjoyed every bite,1
nothing special very disappointed not tasty at all unpleasant visit feels unhygienic worst food ever flavor was lacking completely underwhelming horrible service,0
completely underwhelming bad quality food,0
best restaurant in town very satisfied,1
food was cold not tasty at all feels unhygienic unpleasant visit never coming back bad quality food never coming back did not enjoy bad quality food,0
feels unhygienic waited too long never coming back worst food ever not tasty at all waste of money never coming back would not recommend very disappointed totally overpriced waited too long unpleasant visit waited too long worst food ever food was cold feels unhygienic poor service never coming back bad quality food very disappointed,0
absolutely loved it very satisfied highly recommend this place great food and service everything was perfect great food and service best restaurant in town enjoyed every bite pleasant surprise pleasant surprise everything was perfect absolutely loved it definitely worth visiting best restaurant in town,1
fast service and good food amazing experience highly recommend this place best restaurant in town worth the money everything was perfect happy with the quality wonderful ambiance highly recommend this place pleasant surprise five stars highly recommend this place highly recommend this place,1
poor service unpleasant visit bad quality food,0
completely underwhelming nothing special terrible experience poor service would not recommend,0
waste of money bad quality food bad quality food flavor was lacking totally overpriced bad quality food terrible experience totally overpriced not tasty at all unpleasant visit unpleasant visit horrible service completely underwhelming not tasty at all terrible experience,0
super tasty meals best restaurant in town enjoyed every bite enjoyed every bite great food and service will definitely come again,1
food was cold completely underwhelming poor service,0
bad quality food unpleasant visit feels unhygienic totally overpriced completely underwhelming terrible experience feels unhygienic horrible service feels unhygienic did not enjoy waited too long never coming back,0
nothing special completely underwhelming bad quality food nothing special worst food ever feels unhygienic poor service waste of money not tasty at all terrible experience waited too long poor service waited too long staff was rude,0
totally overpriced totally overpriced terrible experience feels unhygienic nothing special would not recommend never coming back never coming back feels unhygienic staff was rude food was cold would not recommend nothing special never coming back,0
feels unhygienic bad quality food flavor was lacking unpleasant visit bad quality food horrible service waited too long,0
service was excellent everything was perfect service was excellent fast service and good food great food and service happy with the quality absolutely loved it,1
highly recommend this place highly recommend this place happy with the quality everything was perfect service was excellent delicious taste and friendly staff,1
wonderful ambiance very satisfied amazing experience service was excellent great food and service will definitely come again outstanding flavors happy with the quality definitely worth visiting happy with the quality,1
staff was rude unpleasant visit did not enjoy poor service never coming back did not enjoy poor service would not recommend flavor was lacking worst food ever did not enjoy did not enjoy staff was rude completely underwhelming waste of money completely underwhelming poor service,0
horrible service totally overpriced waste of money did not enjoy staff was rude staff was rude horrible service horrible service waited too long food was cold staff was rude totally overpriced waited too long very disappointed,0
flavor was lacking completely underwhelming not tasty at all food was cold worst food ever not tasty at all feels unhygienic waited too long worst food ever never coming back never coming back very disappointed never coming back,0
delicious taste and friendly staff service was excellent very satisfied great food and service delicious taste and friendly staff highly recommend this place five stars highly recommend this place definitely worth visiting,1
